num_containers,cpu,arrival_rate,instant_tps,avg_cpu_util,prev_arrival_rate,response_time
2,48,10,10,0.47875,6,193.99
2,46,14,14,0.6666304347826087,10,358.49
3,49,18,17,0.5938775510204082,14,263.04
3,41,21,19,0.7718699186991871,18,563.72
1,47,22,9,0.7504255319148936,21,2442.23
2,49,24,14,0.6462244897959183,22,1302.4
2,46,25,15,0.7486956521739131,24,1345.41
1,48,27,9,0.7347916666666667,25,2964.77
2,43,27,15,0.8047674418604652,27,1463.47
2,41,27,15,0.8489024390243903,27,1523.1
2,44,26,15,0.825,27,1464.35
1,40,27,9,0.88225,26,2965.11
1,41,27,9,0.8592682926829269,27,2977.74
3,49,26,21,0.6768707482993196,27,829.98
2,40,25,14,0.833625,26,1396.06
3,45,24,21,0.7309629629629629,25,699.95
1,42,25,9,0.8376190476190475,24,2759.4
3,44,24,19,0.7065151515151514,25,790.97
3,48,23,21,0.681388888888889,24,643.0
3,45,22,20,0.7477777777777779,23,560.97
2,47,22,15,0.7325531914893617,22,1128.65
1,49,22,9,0.7185714285714285,22,2434.26
1,43,23,9,0.8239534883720931,22,2532.11
1,49,23,9,0.7255102040816326,23,2532.98
2,45,24,15,0.7552222222222222,23,1331.2
2,48,24,15,0.7379166666666667,24,1310.19
3,42,26,19,0.7828571428571429,24,955.4
3,40,27,20,0.8213333333333332,26,843.58
3,47,30,21,0.7430496453900709,27,1137.59
2,47,29,13,0.6525531914893618,30,1754.54
1,44,26,9,0.8018181818181818,29,2893.89
1,43,23,9,0.8302325581395349,26,2527.6
1,43,19,9,0.8293023255813954,23,2070.93
2,40,17,15,0.8632500000000001,19,780.97
1,41,14,9,0.8656097560975611,17,1545.03
2,48,7,7,0.335625,14,195.79
2,48,5,5,0.21604166666666666,7,135.5
2,40,4,4,0.21975,5,139.37
3,48,3,3,0.11083333333333334,4,136.31
3,48,4,4,0.13569444444444445,3,145.41
3,49,3,3,0.1048299319727891,4,135.02
3,46,3,3,0.1146376811594203,3,134.24
1,40,2,2,0.207,3,123.96
3,45,2,2,0.07399999999999998,2,134.99
2,47,3,3,0.125531914893617,2,142.3
2,41,4,4,0.20109756097560977,3,162.66
2,46,6,5,0.27869565217391307,4,201.92
2,41,10,10,0.536829268292683,6,218.9
3,46,14,14,0.46623188405797095,10,244.6
1,49,18,9,0.7208163265306122,14,1980.64
3,42,21,20,0.756984126984127,18,411.59
3,41,22,21,0.790406504065041,21,535.26
3,42,24,20,0.7394444444444443,22,754.12
3,47,25,21,0.7390780141843971,24,862.59
2,46,27,16,0.7927173913043479,25,1511.83
2,49,27,15,0.7221428571428571,27,1422.54
1,43,27,9,0.8255813953488372,27,2968.71
3,46,26,20,0.7004347826086957,27,865.97
1,45,27,9,0.7871111111111111,26,2977.49
1,44,27,9,0.806590909090909,27,2931.99
1,41,27,9,0.8653658536585367,27,2947.67
1,46,26,9,0.768913043478261,27,2866.38
3,45,25,19,0.6583703703703704,26,863.7
1,40,24,9,0.882,25,2664.37
1,43,25,9,0.8167441860465117,24,2766.91
1,41,24,8,0.8578048780487806,25,2675.36
3,46,23,20,0.691231884057971,24,689.81
3,43,22,20,0.7652713178294572,23,560.64
2,42,22,15,0.8319047619047619,22,1091.26
2,46,22,16,0.7750000000000001,22,1207.67
1,41,23,8,0.861219512195122,22,2565.8
2,44,23,14,0.7329545454545454,23,1193.78
1,43,24,9,0.8288372093023256,23,2632.51
3,43,24,21,0.7546511627906978,24,698.19
1,44,26,8,0.7995454545454544,24,2909.2
3,48,27,20,0.6769444444444443,26,964.97
1,40,30,9,0.88725,27,3284.06
2,48,29,15,0.7342708333333334,30,1623.7
2,42,26,16,0.8672619047619048,29,1497.46
2,49,23,16,0.7424489795918366,26,1210.51
3,49,19,19,0.6078911564625851,23,380.87
1,49,17,7,0.7677551020408163,19,2258.93
2,42,14,13,0.7244047619047619,17,422.03
2,43,7,7,0.3552325581395349,14,144.38
1,41,5,5,0.5065853658536585,7,124.66
3,48,4,4,0.13034722222222223,5,139.08
1,46,3,3,0.275,4,128.17
3,48,4,4,0.10708333333333336,3,145.28
2,40,3,3,0.186,4,133.58
2,45,3,3,0.1396666666666667,3,132.84
3,48,2,2,0.07131944444444446,3,138.75
3,48,2,2,0.06208333333333333,2,138.7
2,48,3,3,0.13916666666666666,2,136.54
2,42,4,4,0.21857142857142858,3,141.66
3,47,6,6,0.2149645390070922,4,152.76
3,49,10,10,0.32870748299319724,6,194.89
2,43,14,13,0.7339534883720931,10,482.67
1,47,18,8,0.7482978723404254,14,2013.25
2,43,21,15,0.8044186046511629,18,1064.89
1,46,22,9,0.770217391304348,21,2413.27
2,44,24,15,0.7818181818181819,22,1207.19
1,45,25,9,0.7868888888888889,24,2748.16
2,47,27,14,0.697659574468085,25,1479.47
1,42,27,9,0.8442857142857142,27,2981.33
2,44,27,15,0.7490909090909091,27,1479.11
1,43,26,8,0.8206976744186046,27,2921.21
1,46,27,9,0.7710869565217392,26,2976.83
3,46,27,22,0.7522463768115942,27,879.55
1,41,27,9,0.8573170731707318,27,3002.49
2,46,26,15,0.7539130434782609,27,1346.31
1,46,25,9,0.7404347826086958,26,2743.01
2,44,24,15,0.796590909090909,25,1212.76
1,49,25,9,0.7261224489795918,24,2738.67
3,47,24,21,0.7093617021276596,25,753.85
1,43,23,9,0.8193023255813954,24,2550.09
2,40,22,14,0.790625,23,1177.02
2,45,22,15,0.7805555555555556,22,1063.97
1,49,22,8,0.7212244897959182,22,2457.39
2,48,23,15,0.7117708333333334,22,1197.1
1,43,23,9,0.8246511627906976,23,2544.61
3,42,24,21,0.7665079365079365,23,699.71
2,46,24,14,0.7264130434782609,24,1313.26
1,43,26,9,0.8197674418604651,24,2882.96
1,46,27,9,0.771304347826087,26,2962.28
1,46,30,9,0.7671739130434783,27,3291.77
3,49,29,22,0.7129251700680272,30,938.12
2,42,26,13,0.7289285714285714,29,1549.66
3,48,23,20,0.6604861111111112,26,693.92
2,42,19,14,0.7583333333333333,23,1057.65
1,42,17,7,0.89,19,2291.32
1,47,14,9,0.752127659574468,17,1542.14
3,46,7,7,0.2449275362318841,14,191.11
2,46,5,5,0.24923913043478266,7,150.15
2,44,4,4,0.21170454545454542,5,134.55
2,48,3,3,0.1609375,4,132.37
3,45,4,4,0.12192592592592594,3,144.49
2,42,3,3,0.14476190476190476,4,130.54
3,42,3,3,0.11674603174603174,3,137.72
1,40,2,2,0.20525,3,121.2
2,45,2,2,0.11155555555555556,2,132.03
1,43,3,3,0.2795348837209302,2,148.2
2,46,4,4,0.20847826086956522,3,176.97
1,49,6,6,0.4906122448979591,4,256.68
1,44,10,9,0.7999999999999999,6,1094.35
2,46,14,13,0.6480434782608696,10,416.43
2,49,18,15,0.7437755102040815,14,928.33
2,44,21,15,0.7778409090909091,18,1032.96
3,48,22,20,0.7084027777777777,21,587.58
3,47,24,20,0.6812765957446808,22,780.39
3,46,25,20,0.7531159420289855,24,766.76
3,46,27,21,0.658985507246377,25,951.29
2,41,27,16,0.8873170731707317,27,1535.41
1,43,27,9,0.8267441860465117,27,2996.04
2,44,26,15,0.7561363636363636,27,1326.47
2,45,27,15,0.8087777777777778,26,1563.29
1,47,27,9,0.7527659574468084,27,2986.02
3,41,27,21,0.7787804878048782,27,948.76
1,44,26,9,0.8025,27,2889.32
3,46,25,21,0.7528260869565219,26,838.68
2,41,24,15,0.816219512195122,25,1310.64
1,46,25,9,0.767608695652174,24,2776.09
3,45,24,20,0.7010370370370371,25,737.3
3,41,23,20,0.7391056910569106,24,663.04
1,42,22,9,0.8457142857142856,23,2440.83
2,44,22,15,0.781590909090909,22,1060.5
3,45,22,19,0.685037037037037,22,388.04
3,40,23,20,0.7656666666666666,22,513.5
3,47,23,20,0.6799290780141843,23,670.21
1,44,24,9,0.8038636363636363,23,2648.57
1,46,24,9,0.7680434782608696,24,2662.74
3,42,26,20,0.7697619047619048,24,856.47
3,45,27,20,0.6803703703703704,26,931.43
1,40,30,9,0.88525,27,3322.16
2,40,29,16,0.912625,30,1580.23
1,43,26,9,0.8204651162790698,29,2874.88
3,42,23,20,0.8003968253968254,26,700.12
3,42,19,18,0.7065079365079366,23,336.44
1,44,17,9,0.8061363636363637,19,1867.57
1,45,14,9,0.7864444444444445,17,1555.44
1,47,7,7,0.6046808510638297,14,322.95
1,49,5,5,0.4159183673469387,7,222.51
3,48,4,4,0.12340277777777776,5,146.5
3,46,3,3,0.09898550724637681,4,140.79
2,42,4,4,0.19142857142857142,3,132.13
1,46,3,3,0.2704347826086957,4,129.61
1,42,3,3,0.2978571428571428,3,130.13
2,46,2,2,0.10054347826086958,3,135.31
2,43,2,2,0.10534883720930233,2,136.54
2,44,3,3,0.15477272727272728,2,133.52
2,49,4,4,0.18989795918367344,3,141.0
3,42,6,6,0.2377777777777777,4,165.14
1,45,10,9,0.7848888888888889,6,1069.07
1,40,14,8,0.88575,10,1561.69
3,40,18,17,0.7152499999999999,14,269.36
2,40,21,15,0.85,18,981.84
1,43,22,9,0.8265116279069767,21,2436.29
1,44,24,9,0.8145454545454545,22,2649.18
2,46,25,15,0.7254347826086958,24,1322.32
1,43,27,9,0.8216279069767441,25,3004.4
3,47,27,21,0.7120567375886525,27,850.92
2,40,27,15,0.887375,27,1503.9
2,46,26,14,0.7034782608695653,27,1474.31
1,45,27,9,0.786,26,2985.04
1,45,27,9,0.7873333333333333,27,2989.22
3,44,27,21,0.7928787878787878,27,940.18
2,40,26,15,0.9095,27,1479.86
3,42,25,17,0.6456349206349206,26,1020.69
1,46,24,9,0.7769565217391304,25,2586.27
3,40,25,19,0.8139166666666666,24,855.35
3,40,24,20,0.8069166666666666,25,700.66
3,49,23,20,0.6215646258503401,24,731.96
1,47,22,9,0.7544680851063829,23,2409.42
2,44,22,14,0.6771590909090908,22,1211.57
1,49,22,9,0.72,22,2437.04
1,45,23,9,0.7895555555555556,22,2532.47
2,40,23,15,0.88425,23,1221.12
2,42,24,15,0.8465476190476191,23,1247.72
3,46,24,19,0.6615217391304349,24,785.06
1,40,26,9,0.88375,24,2866.76
2,46,27,15,0.7038043478260869,26,1501.16
3,48,30,20,0.6529166666666668,27,1094.33
1,41,29,9,0.8634146341463416,30,3203.82
3,41,26,21,0.783739837398374,29,847.24
1,41,23,9,0.8653658536585367,26,2515.97
2,43,19,14,0.778953488372093,23,932.04
2,46,17,15,0.7818478260869566,19,742.65
3,41,14,14,0.5543902439024391,17,189.03
3,48,7,7,0.22395833333333334,14,151.02
1,41,5,5,0.4919512195121951,7,162.37
3,40,4,4,0.1465,5,146.06
2,47,3,3,0.18425531914893617,4,164.36
1,49,4,4,0.3338775510204081,3,172.81
2,48,3,3,0.13854166666666667,4,153.03
2,44,3,3,0.1527272727272727,3,163.08
1,43,2,2,0.19744186046511628,3,125.32
2,45,2,2,0.0931111111111111,2,131.1
2,46,3,3,0.14608695652173914,2,133.63
2,46,4,4,0.17858695652173914,3,140.18
3,40,6,6,0.2393333333333333,4,154.9
3,47,10,10,0.3164539007092198,6,190.85
1,49,14,9,0.723469387755102,10,1542.07
2,44,18,14,0.7354545454545455,14,868.35
1,46,21,9,0.7708695652173914,18,2308.11
3,44,22,20,0.7084090909090908,21,620.11
2,47,24,15,0.6877659574468085,22,1310.46
1,42,25,9,0.8447619047619047,24,2784.45
3,44,27,20,0.7393181818181818,25,942.21
1,46,27,9,0.766304347826087,27,2975.67
2,48,27,15,0.6552083333333334,27,1464.95
1,48,26,9,0.7379166666666667,27,2881.11
1,48,27,9,0.7354166666666666,26,2991.48
3,45,27,21,0.7534074074074073,27,839.17
1,42,27,8,0.8378571428571429,27,3024.68
3,47,26,20,0.7273758865248227,27,950.87
2,43,25,15,0.7743023255813954,26,1340.54
1,47,24,9,0.7502127659574468,25,2666.74
2,47,25,14,0.6688297872340425,24,1431.7
1,41,24,9,0.8629268292682927,25,2635.26
1,41,23,9,0.8648780487804878,24,2538.41
3,40,22,19,0.7914166666666665,23,588.49
2,41,22,15,0.8436585365853659,22,1058.33
1,48,22,9,0.7391666666666667,22,2430.23
1,47,23,9,0.752127659574468,22,2539.57
3,41,23,21,0.8617886178861789,23,651.62
3,45,24,20,0.7431111111111111,23,780.83
3,45,24,20,0.7600740740740739,24,806.06
3,46,26,20,0.7063768115942031,24,858.49
1,49,27,9,0.7242857142857142,26,2980.4
2,49,30,16,0.7424489795918366,27,1725.54
1,49,29,8,0.7193877551020408,30,3230.6
1,42,26,8,0.8419047619047618,29,2903.23
3,43,23,21,0.7717054263565892,26,633.92
1,46,19,9,0.7686956521739131,23,2104.82
2,48,17,14,0.6577083333333333,19,831.35
3,47,14,14,0.4995744680851064,17,189.42
2,45,7,7,0.3363333333333334,14,135.32
1,49,5,5,0.41265306122448975,7,127.88
3,44,4,4,0.15113636363636362,5,144.12
1,45,3,3,0.274,4,125.01
2,42,4,4,0.1986904761904762,3,134.85
1,46,3,3,0.27021739130434785,4,125.76
1,41,3,3,0.3051219512195122,3,125.37
1,46,2,2,0.1847826086956522,3,126.1
2,41,2,2,0.12890243902439025,2,130.18
3,41,3,3,0.1183739837398374,2,137.81
2,47,4,4,0.18329787234042552,3,142.07
2,43,6,6,0.31046511627906975,4,168.98
1,48,10,9,0.7385416666666667,6,1069.71
2,44,14,13,0.7195454545454545,10,370.19
1,49,18,8,0.7165306122448979,14,2007.69
2,42,21,15,0.8072619047619047,18,1081.78
2,40,22,15,0.827875,21,1101.75
2,44,24,15,0.817840909090909,22,1350.28
2,49,25,15,0.6803061224489795,24,1325.85
1,47,27,9,0.7551063829787233,25,2975.33
1,44,27,9,0.8049999999999999,27,2987.85
1,45,27,9,0.7837777777777778,27,3000.19
2,46,26,14,0.776413043478261,27,1417.3
2,42,27,15,0.7995238095238095,26,1434.59
2,42,27,16,0.8476190476190476,27,1412.98
3,46,27,17,0.5957971014492757,27,1050.47
3,41,26,20,0.8294308943089431,27,955.79
1,47,25,9,0.7544680851063829,26,2747.79
1,45,24,9,0.7857777777777778,25,2649.47
3,40,25,20,0.8580833333333334,24,812.52
1,48,24,9,0.7379166666666667,25,2648.98
2,47,23,15,0.7213829787234043,24,1170.79
1,47,22,7,0.7968085106382978,23,3009.04
2,43,22,15,0.7783720930232558,22,1106.37
2,45,22,15,0.7906666666666666,22,1084.47
2,44,23,14,0.7146590909090909,22,1236.33
1,48,23,9,0.7308333333333333,23,2549.95
2,41,24,13,0.7436585365853658,23,1353.26
1,42,24,9,0.8442857142857142,24,2650.79
1,46,26,9,0.7695652173913045,24,2866.9
3,41,27,22,0.8320325203252034,26,892.31
2,47,30,15,0.7552127659574468,27,1749.76
3,48,29,21,0.6981249999999999,30,1001.42
2,45,26,16,0.8132222222222222,29,1478.17
2,44,23,14,0.7913636363636364,26,1297.72
1,45,19,9,0.7902222222222223,23,2083.56
3,43,17,17,0.5817829457364341,19,310.22
1,43,14,9,0.8251162790697675,17,1556.03
2,43,7,7,0.39,14,141.62
1,43,5,5,0.47255813953488374,7,132.49
1,45,4,4,0.3615555555555556,5,125.81
1,47,3,3,0.2663829787234042,4,129.32
2,44,4,4,0.19909090909090904,3,145.46
1,45,3,3,0.28,4,126.31
3,47,3,3,0.10858156028368796,3,148.95
2,45,2,2,0.10188888888888889,3,132.99
3,49,2,2,0.06795918367346938,2,135.42
3,42,3,3,0.113015873015873,2,135.74
1,46,4,4,0.35500000000000004,3,151.71
2,45,6,6,0.30077777777777776,4,162.81
3,45,10,10,0.3577037037037037,6,196.69
3,45,14,14,0.5126666666666666,10,238.59
3,49,18,17,0.5912925170068026,14,383.05
3,41,21,19,0.777479674796748,18,557.71
3,43,22,18,0.6906201550387596,21,704.21
3,45,24,19,0.746074074074074,22,815.49
1,43,25,9,0.8197674418604651,24,2775.01
3,44,27,21,0.7692424242424242,25,998.74
3,43,27,21,0.8093023255813954,27,936.18
1,40,27,9,0.88075,27,2999.85
1,45,26,9,0.7857777777777778,27,2889.31
3,47,27,18,0.6743262411347517,26,976.27
1,47,27,7,0.7959574468085107,27,3615.31
1,41,27,9,0.862439024390244,27,2986.15
1,47,26,9,0.7517021276595744,27,2874.54
1,48,25,9,0.7356250000000001,26,2766.94
2,49,24,15,0.6960204081632653,25,1255.28
3,45,25,21,0.7120000000000001,24,767.38
3,42,24,20,0.7692063492063491,25,808.37
2,47,23,15,0.7363829787234043,24,1287.47
1,46,22,9,0.7736956521739131,23,2412.6
2,48,22,15,0.71125,22,1083.42
3,44,22,20,0.6853030303030302,22,619.74
2,46,23,15,0.7529347826086956,22,1182.1
2,43,23,15,0.7659302325581395,23,1361.87
3,48,24,21,0.6710416666666668,23,734.21
3,49,24,21,0.6673469387755102,24,709.49
1,47,26,9,0.7493617021276595,24,2895.1
1,47,27,9,0.7529787234042553,26,2977.06
2,44,30,15,0.7865909090909091,27,1705.97
3,41,29,22,0.8344715447154472,30,963.37
2,41,26,16,0.8864634146341465,29,1458.01
3,45,23,21,0.7314074074074075,26,654.31
1,48,19,8,0.735,23,2129.68
2,48,17,15,0.6904166666666667,19,703.25
2,45,14,13,0.6977777777777778,17,267.81
2,47,7,6,0.3228723404255319,14,151.96
1,43,5,5,0.4837209302325582,7,124.66
3,49,4,4,0.1274829931972789,5,142.62
2,43,3,3,0.16255813953488374,4,132.09
2,48,4,4,0.17958333333333334,3,137.68
1,43,3,3,0.2911627906976744,4,128.47
3,45,3,3,0.11088888888888888,3,137.42
1,46,2,2,0.17586956521739133,3,124.98
1,45,2,2,0.18155555555555555,2,127.45
3,45,3,3,0.1051111111111111,2,135.27
1,45,4,4,0.35733333333333334,3,184.77
2,41,6,6,0.32780487804878056,4,200.19
3,45,10,10,0.3505925925925926,6,206.99
2,45,14,14,0.6936666666666667,10,374.46
1,40,18,8,0.88475,14,2002.42
2,45,21,15,0.758888888888889,18,1077.17
3,41,22,19,0.7473170731707318,21,641.8
3,41,24,21,0.8513821138211385,22,770.69
2,44,25,15,0.7920454545454546,24,1401.02
3,42,27,22,0.8103174603174604,25,903.15
1,48,27,9,0.7389583333333334,27,2983.71
2,44,27,15,0.8254545454545454,27,1523.94
3,44,26,20,0.717121212121212,27,844.98
2,46,27,15,0.6861956521739131,26,1500.45
2,46,27,15,0.7655434782608697,27,1472.22
3,47,27,22,0.7381560283687943,27,849.99
3,48,26,22,0.7361805555555555,27,795.61
2,42,25,15,0.8660714285714286,26,1446.33
2,44,24,15,0.77625,25,1285.5
2,41,25,14,0.7735365853658537,24,1438.12
3,43,24,20,0.7648062015503876,25,818.99
2,45,23,15,0.7302222222222222,24,1162.11
1,45,22,9,0.7926666666666667,23,2436.68
2,49,22,16,0.7445918367346938,22,1249.56
1,43,22,9,0.8239534883720931,22,2434.99
2,42,23,14,0.7435714285714285,22,1218.3
1,40,23,8,0.88375,23,2558.42
2,41,24,16,0.867439024390244,23,1236.11
2,49,24,16,0.7421428571428571,24,1402.13
3,46,26,21,0.7308695652173914,24,832.95
2,41,27,15,0.7902439024390245,26,1437.29
1,43,30,9,0.8253488372093023,27,3175.83
3,46,29,21,0.7626086956521739,30,992.33
3,43,26,20,0.7621705426356589,29,930.45
3,48,23,20,0.6777777777777778,26,663.06
2,44,19,15,0.7901136363636363,23,923.99
2,47,17,14,0.7007446808510638,19,761.81
1,40,14,9,0.884,17,1552.76
3,40,7,7,0.2884166666666666,14,148.16
1,41,5,5,0.5026829268292683,7,125.92
2,46,4,4,0.2015217391304348,5,133.71
2,40,3,3,0.172125,4,133.15
3,49,4,4,0.12972789115646258,3,134.15
1,44,3,3,0.2806818181818182,4,126.86
2,46,3,3,0.15891304347826088,3,132.94
2,48,2,2,0.10052083333333334,3,130.79
3,41,2,2,0.07195121951219513,2,138.72
2,43,3,3,0.15104651162790697,2,160.93
3,48,4,4,0.14854166666666666,3,183.21
2,49,6,6,0.2865306122448979,4,216.61
3,44,10,10,0.34522727272727266,6,198.28
3,48,14,14,0.47229166666666667,10,235.28
2,47,18,15,0.6794680851063829,14,806.47
1,47,21,9,0.7606382978723404,18,2319.86
2,48,22,14,0.7201041666666668,21,1131.0
3,41,24,18,0.7000813008130082,22,829.65
2,45,25,15,0.7223333333333334,24,1425.41
3,46,27,19,0.6722463768115942,25,952.63
3,44,27,22,0.7706818181818181,27,887.41
1,48,27,9,0.7366666666666667,27,2972.78
2,49,26,15,0.7270408163265306,27,1404.44
1,46,27,9,0.7697826086956522,26,2987.11
3,42,27,21,0.7753968253968253,27,866.99
2,44,27,14,0.7276136363636363,27,1474.4
2,40,26,14,0.846375,27,1412.64
3,40,25,21,0.8164166666666667,26,801.8
1,46,24,9,0.7684782608695653,25,2648.0
1,44,25,8,0.8018181818181818,24,2780.42
2,47,24,15,0.7277659574468085,25,1247.85
1,47,23,7,0.8004255319148936,24,2999.13
3,47,22,20,0.702836879432624,23,600.84
1,40,22,8,0.88,22,2467.14
3,43,22,21,0.7748062015503877,22,523.89
2,40,23,15,0.839,22,1239.97
2,41,23,15,0.8346341463414635,23,1258.12
3,45,24,21,0.7571111111111111,23,675.5
2,43,24,15,0.8048837209302326,24,1263.72
1,46,26,9,0.770217391304348,24,2825.25
2,41,27,15,0.8857317073170732,26,1519.11
3,41,30,20,0.8194308943089432,27,1030.42
2,41,29,15,0.8715853658536586,30,1663.99
2,49,26,15,0.6333673469387755,29,1465.02
3,42,23,18,0.7066666666666667,26,732.41
3,49,19,18,0.5712244897959183,23,451.53
1,44,17,9,0.7997727272727272,19,1874.34
1,42,14,8,0.8459523809523809,17,1557.12
1,43,7,7,0.6523255813953489,14,177.83
1,42,5,5,0.4861904761904761,7,148.6
1,40,4,4,0.39875,5,154.9
2,43,3,3,0.1494186046511628,4,132.3
2,48,4,4,0.19604166666666667,3,135.24
1,44,3,3,0.27545454545454545,4,125.7
3,45,3,3,0.09622222222222222,3,139.07
3,44,2,2,0.08219696969696967,3,142.11
3,46,2,2,0.06811594202898551,2,137.03
3,46,3,3,0.1055072463768116,2,135.27
3,47,4,4,0.14113475177304963,3,141.93
1,44,6,6,0.545681818181818,4,217.21
3,48,10,10,0.34513888888888894,6,187.44
1,43,14,8,0.8193023255813954,10,1563.08
2,43,18,16,0.8377906976744186,14,866.76
1,48,21,9,0.7375,18,2314.31
2,45,22,15,0.8057777777777777,21,1125.52
1,45,24,7,0.8377777777777777,22,3105.91
1,43,25,9,0.8230232558139535,24,2758.36
2,44,27,14,0.75125,25,1509.41
3,41,27,20,0.8110569105691057,27,920.06
1,49,27,9,0.7279591836734693,27,2954.99
1,41,26,8,0.8582926829268294,27,2894.56
1,47,27,9,0.75,26,2980.77
1,42,27,9,0.84,27,2984.77
1,47,27,9,0.7536170212765957,27,2980.65
1,48,26,9,0.7397916666666667,27,2875.32
2,41,25,15,0.8219512195121952,26,1308.83
1,44,24,9,0.8054545454545454,25,2665.6
1,48,25,9,0.7416666666666667,24,2763.06
2,48,24,15,0.7554166666666666,25,1337.63
3,48,23,20,0.6574305555555556,24,729.24
2,41,22,14,0.7889024390243904,23,1252.16
3,46,22,19,0.7083333333333333,22,673.53
2,43,22,15,0.8434883720930232,22,1157.43
3,43,23,20,0.7731782945736435,22,650.71
3,41,23,19,0.8017073170731709,23,730.88
1,40,24,8,0.879,23,2697.71
3,43,24,19,0.7296899224806201,24,793.88
2,43,26,14,0.7401162790697675,24,1510.24
2,44,27,15,0.7230681818181818,26,1502.23
1,47,30,9,0.7495744680851064,27,3311.52
1,44,29,9,0.8072727272727273,30,3218.47
3,46,26,20,0.6907246376811594,29,934.64
1,45,23,9,0.7806666666666666,26,2517.57
2,43,19,14,0.7552325581395349,23,995.29
2,42,17,15,0.8147619047619048,19,737.19
2,44,14,14,0.7203409090909091,17,431.39
3,40,7,7,0.2689166666666666,14,144.37
2,45,5,5,0.2501111111111112,7,141.07
1,40,4,4,0.404,5,137.05
1,41,3,3,0.2941463414634147,4,143.63
1,45,4,4,0.3671111111111111,3,142.44
2,46,3,3,0.14847826086956525,4,147.09
3,48,3,3,0.10013888888888887,3,140.78
1,40,2,2,0.19975,3,148.19
3,43,2,2,0.07333333333333333,2,143.2
1,49,3,3,0.2518367346938775,2,144.79
2,42,4,4,0.20357142857142857,3,154.08
3,46,6,6,0.1860144927536232,4,174.91
3,46,10,10,0.3331159420289855,6,175.04
1,47,14,9,0.7531914893617021,10,1554.28
1,43,18,9,0.8258139534883722,14,1981.69
2,49,21,14,0.664795918367347,18,1178.12
3,43,22,20,0.7606201550387597,21,559.01
2,49,24,15,0.6664285714285715,22,1321.04
3,43,25,20,0.7448062015503877,24,803.51
2,44,27,15,0.7357954545454545,25,1570.01
1,49,27,9,0.7210204081632653,27,2954.01
2,43,27,15,0.7909302325581395,27,1406.75
1,40,26,9,0.8875,27,2865.61
1,49,27,8,0.716734693877551,26,3022.42
2,47,27,13,0.686595744680851,27,1597.02
3,45,27,21,0.7447407407407407,27,892.86
1,44,26,9,0.8059090909090908,27,2841.93
3,48,25,20,0.653888888888889,26,866.79
1,45,24,9,0.7868888888888889,25,2662.3
2,40,25,13,0.77725,24,1436.38
3,42,24,21,0.7687301587301587,25,728.6
1,47,23,9,0.7512765957446809,24,2549.03
2,45,22,15,0.8121111111111111,23,1171.19
2,43,22,15,0.8379069767441861,22,1190.48
3,47,22,21,0.6960283687943262,22,509.55
1,44,23,9,0.8074999999999999,22,2522.17
2,47,23,14,0.6979787234042553,23,1214.67
1,43,24,8,0.820232558139535,23,2695.89
1,46,24,9,0.7671739130434783,24,2666.58
1,43,26,9,0.8190697674418604,24,2886.06
1,49,27,9,0.7279591836734693,26,2931.66
1,40,30,8,0.88575,27,3330.18
2,47,29,14,0.6670212765957446,30,1665.74
2,43,26,15,0.8434883720930232,29,1460.45
3,47,23,21,0.7371631205673759,26,684.91
3,48,19,18,0.6235416666666667,23,328.45
1,41,17,8,0.8663414634146342,19,1897.61
3,48,14,14,0.44847222222222216,17,216.91
3,49,7,7,0.22727891156462587,14,158.84
3,45,5,5,0.18251851851851852,7,147.94
2,46,4,4,0.2184782608695652,5,144.25
1,48,3,3,0.2597916666666667,4,131.0
1,44,4,4,0.3772727272727272,3,145.16
3,45,3,3,0.09970370370370371,4,139.37
2,40,3,3,0.178875,3,132.45
2,47,2,2,0.11840425531914893,3,135.44
3,49,2,2,0.06727891156462583,2,139.17
3,40,3,3,0.123,2,141.53
2,46,4,4,0.22293478260869568,3,134.24
2,48,6,6,0.26916666666666667,4,147.44
1,43,10,8,0.8179069767441861,6,1083.54
2,42,14,13,0.7239285714285715,10,426.35
3,44,18,18,0.665151515151515,14,301.47
2,42,21,14,0.7480952380952381,18,1123.21
2,41,22,15,0.8879268292682927,21,1176.34
3,45,24,21,0.711925925925926,22,694.77
1,41,25,9,0.8651219512195123,24,2759.0
1,48,27,9,0.7354166666666666,25,2993.27
3,47,27,19,0.6201418439716312,27,957.0
1,49,27,9,0.7248979591836734,27,2992.13
1,43,26,9,0.8227906976744186,27,2853.36
1,46,27,8,0.7686956521739131,26,3029.49
2,43,27,15,0.7961627906976745,27,1520.38
1,42,27,9,0.8397619047619047,27,3001.29
3,40,26,20,0.7780833333333333,27,844.45
2,48,25,14,0.6726041666666668,26,1495.63
1,42,24,9,0.8385714285714285,25,2681.02
1,40,25,8,0.8835,24,2800.18
2,42,24,15,0.8480952380952381,25,1240.45
2,40,23,16,0.905875,24,1306.32
1,40,22,7,0.93825,23,2872.03
3,40,22,20,0.8196666666666667,22,604.47
1,47,22,9,0.7553191489361701,22,2418.62
1,45,23,9,0.7873333333333333,22,2546.75
2,40,23,15,0.850625,23,1206.53
2,43,24,15,0.8093023255813954,23,1318.05
2,44,24,16,0.826590909090909,24,1416.67
3,45,26,20,0.6931111111111111,24,911.65
3,46,27,20,0.6904347826086957,26,894.85
3,42,30,22,0.8076190476190476,27,1021.96
1,45,29,9,0.7866666666666666,30,3201.66
