num_containers,cpu,arrival_rate,instant_tps,avg_cpu_util,prev_arrival_rate,response_time
2,42,26,15,0.830952380952381,27,1358.41
3,47,25,20,0.7131914893617022,26,869.63
2,47,24,14,0.7071276595744681,25,1253.09
1,48,25,9,0.74625,24,2758.87
3,40,24,19,0.7752500000000001,25,783.79
3,46,23,18,0.6713043478260871,24,738.71
2,41,22,15,0.8792682926829269,23,1161.75
3,44,22,19,0.7468939393939393,22,626.93
3,41,22,19,0.8031707317073173,22,654.87
1,49,23,9,0.7195918367346937,22,2541.58
2,44,23,15,0.7386363636363635,23,1279.13
2,43,24,15,0.820232558139535,23,1382.92
1,44,24,9,0.8027272727272726,24,2645.36
1,47,26,9,0.7523404255319148,24,2848.13
2,46,27,14,0.7246739130434783,26,1499.0
1,41,30,9,0.861219512195122,27,3307.97
1,49,29,9,0.723469387755102,30,3197.53
1,48,26,9,0.7391666666666667,29,2840.82
3,45,23,19,0.6926666666666665,26,740.9
3,44,19,18,0.6493181818181818,23,456.03
1,43,17,9,0.8225581395348838,19,1846.55
2,46,14,13,0.6742391304347827,17,385.95
3,47,7,7,0.257517730496454,14,167.05
1,43,5,5,0.45906976744186045,7,166.58
3,46,4,4,0.1366666666666667,5,160.69
3,46,3,3,0.10543478260869565,4,170.98
1,47,4,4,0.3570212765957447,3,234.1
2,40,3,3,0.16899999999999998,4,154.76
2,46,3,3,0.14,3,153.52
3,48,2,2,0.06090277777777777,3,142.39
1,45,2,2,0.182,2,122.93
1,41,3,3,0.2990243902439025,2,127.83
3,45,4,4,0.15148148148148147,3,145.88
3,45,6,6,0.22111111111111112,4,172.18
1,44,10,9,0.8138636363636362,6,1070.46
3,45,14,14,0.5172592592592593,10,234.68
1,40,18,9,0.87625,14,2003.31
3,45,21,17,0.6148888888888888,18,703.17
1,45,22,7,0.8337777777777777,21,2926.39
3,40,24,19,0.757,22,812.74
2,42,25,16,0.869047619047619,24,1459.84
1,43,27,9,0.8206976744186046,25,2974.13
3,48,27,18,0.6469444444444443,27,940.33
3,48,27,20,0.6730555555555555,27,999.41
2,47,26,15,0.7207446808510638,27,1397.23
2,40,27,15,0.836,26,1500.45
3,46,27,20,0.6629710144927538,27,863.17
2,44,27,14,0.7570454545454546,27,1231.21
1,43,26,9,0.8183720930232559,27,2419.71
1,49,25,9,0.7214285714285714,26,3827.27
1,46,24,9,0.7810869565217392,25,2614.71
2,40,25,15,0.8872500000000001,24,1352.35
1,49,24,9,0.720408163265306,25,2642.13
3,46,23,19,0.686231884057971,24,690.89
2,44,22,14,0.7037499999999999,23,1163.79
2,49,22,15,0.7014285714285714,22,1150.87
1,40,22,9,0.89025,22,2416.59
3,46,23,18,0.6421014492753624,22,764.51
3,45,23,19,0.7037777777777777,23,734.24
3,48,24,19,0.6477777777777779,23,822.58
3,48,24,19,0.6633333333333334,24,770.69
1,41,26,9,0.8629268292682927,24,2870.28
1,45,27,9,0.7893333333333333,26,2940.24
2,47,30,15,0.7445744680851064,27,1639.76
2,47,29,15,0.732659574468085,30,1605.52
3,47,26,21,0.7265957446808511,29,881.88
3,48,23,21,0.7209722222222222,26,599.2
2,46,19,15,0.7480434782608696,23,915.86
3,41,17,17,0.674959349593496,19,249.89
2,49,14,14,0.6389795918367346,17,338.48
1,46,7,6,0.6106521739130436,14,169.25
3,43,5,5,0.1935658914728682,7,146.86
1,48,4,4,0.34625,5,137.5
2,43,3,3,0.1602325581395349,4,132.77
2,42,4,4,0.21714285714285714,3,132.0
3,43,3,3,0.11984496124031008,4,140.02
1,45,3,3,0.2806666666666666,3,127.64
2,44,2,2,0.09318181818181817,3,129.83
3,45,2,2,0.0651111111111111,2,136.69
3,40,3,3,0.11416666666666668,2,135.24
1,43,4,4,0.38116279069767445,3,140.2
2,46,6,6,0.291195652173913,4,165.29
1,43,10,9,0.8134883720930234,6,1090.47
3,45,14,14,0.5266666666666667,10,245.46
3,48,18,17,0.5992361111111111,14,381.22
1,40,21,9,0.8805,18,2310.17
1,42,22,9,0.8433333333333333,21,2426.4
3,43,24,19,0.7729457364341086,22,816.89
1,44,25,8,0.8052272727272727,24,2787.26
1,45,27,9,0.79,25,2993.24
3,48,27,21,0.7338888888888888,27,880.75
2,43,27,16,0.8201162790697676,27,1444.15
3,44,26,21,0.7642424242424243,27,859.3
2,47,27,14,0.7313829787234042,26,1505.39
2,47,27,15,0.7463829787234042,27,1392.17
3,44,27,17,0.6226515151515151,27,1065.72
3,43,26,20,0.8154263565891473,27,911.14
1,45,25,9,0.7944444444444445,26,2765.33
2,47,24,14,0.6945744680851064,25,1373.93
2,45,25,15,0.7912222222222223,24,1435.81
3,41,24,21,0.83869918699187,25,737.79
1,48,23,9,0.7347916666666667,24,2540.33
1,42,22,9,0.8461904761904762,23,2433.2
3,41,22,18,0.7829268292682926,22,677.59
3,45,22,18,0.6006666666666667,22,771.28
1,40,23,9,0.8835,22,2541.01
1,42,23,9,0.8409523809523809,23,2523.61
3,49,24,21,0.6540136054421768,23,725.48
2,40,24,16,0.909625,24,1365.61
2,48,26,15,0.7196875000000001,24,1405.87
2,42,27,15,0.8285714285714285,26,1430.36
1,40,30,9,0.88375,27,3280.54
1,49,29,9,0.7220408163265305,30,3225.8
3,48,26,20,0.673263888888889,29,836.14
3,48,23,20,0.6440972222222223,26,692.5
2,49,19,15,0.6571428571428571,23,964.19
2,48,17,13,0.6109375,19,860.51
1,41,14,9,0.8634146341463416,17,1529.41
1,42,7,7,0.6661904761904762,14,182.4
1,44,5,5,0.4643181818181818,7,127.52
1,49,4,4,0.34897959183673466,5,128.6
3,41,3,3,0.10544715447154472,4,137.74
1,41,4,4,0.4919512195121951,3,161.44
1,42,3,3,0.29214285714285715,4,125.63
1,46,3,3,0.2734782608695652,3,127.35
2,41,2,2,0.11378048780487807,3,133.45
1,46,2,2,0.1841304347826087,2,124.62
3,45,3,3,0.11392592592592593,2,136.85
3,45,4,3,0.14681481481481484,3,149.04
2,47,6,6,0.2925531914893617,4,183.02
2,41,10,10,0.6020731707317074,6,254.15
3,47,14,14,0.49758865248226947,10,268.69
3,44,18,18,0.6854545454545454,14,352.79
1,47,21,9,0.7482978723404254,18,2319.81
3,44,22,17,0.6113636363636363,21,738.4
3,40,24,19,0.7729166666666667,22,769.41
3,48,25,19,0.6449305555555556,24,876.29
2,46,27,15,0.7495652173913044,25,1506.82
3,40,27,20,0.8369166666666666,27,973.98
1,41,27,9,0.8668292682926829,27,2968.5
1,40,26,9,0.886,27,2864.11
1,41,27,9,0.868780487804878,26,3004.52
1,49,27,9,0.7251020408163265,27,2955.16
1,46,27,9,0.7704347826086957,27,2980.33
1,48,26,9,0.74,27,2836.95
2,46,25,15,0.6780434782608696,26,1344.71
3,48,24,20,0.66125,25,745.61
1,45,25,8,0.7862222222222222,24,2789.4
1,42,24,9,0.8454761904761905,25,2643.09
3,44,23,21,0.783560606060606,24,628.89
3,41,22,19,0.7288617886178862,23,641.5
1,42,22,9,0.8419047619047618,22,2438.75
3,42,22,20,0.7792063492063491,22,634.27
2,44,23,16,0.8271590909090908,22,1252.25
2,47,23,15,0.765,23,1226.73
1,40,24,9,0.885,23,2650.98
1,45,24,8,0.7842222222222222,24,2672.11
3,47,26,22,0.747517730496454,24,817.14
3,48,27,22,0.7515277777777778,26,901.32
3,42,30,22,0.8239682539682539,27,1036.28
1,46,29,9,0.7728260869565219,30,3168.88
1,44,26,9,0.8052272727272727,29,2875.47
3,43,23,20,0.7806976744186047,26,688.71
2,47,19,15,0.758723404255319,23,903.78
3,48,17,17,0.5877777777777777,19,325.62
2,47,14,14,0.6746808510638297,17,348.23
3,46,7,6,0.2540579710144927,14,162.86
2,44,5,5,0.2530681818181818,7,145.11
3,47,4,4,0.13354609929078015,5,140.58
1,48,3,3,0.25625000000000003,4,137.0
1,40,4,4,0.41475,3,145.5
1,42,3,3,0.29976190476190473,4,138.5
1,46,3,3,0.26913043478260873,3,139.1
3,40,2,2,0.08625,3,136.73
2,47,2,2,0.09893617021276596,2,131.49
3,42,3,3,0.13230158730158728,2,150.13
3,49,4,4,0.1334013605442177,3,150.1
1,48,6,6,0.49166666666666664,4,248.75
3,48,10,10,0.3371527777777778,6,169.0
2,41,14,13,0.7346341463414635,10,474.99
1,48,18,9,0.7358333333333333,14,1984.09
1,44,21,9,0.8031818181818181,18,2335.1
2,44,22,14,0.755,21,1185.99
3,47,24,21,0.7005673758865248,22,705.32
3,47,25,21,0.7190070921985815,24,815.89
2,46,27,15,0.7376086956521739,25,1531.64
2,41,27,14,0.7608536585365855,27,1473.6
2,40,27,15,0.82275,27,1464.22
3,47,26,18,0.6119148936170212,27,936.27
1,43,27,9,0.822093023255814,26,2969.39
1,44,27,9,0.8063636363636363,27,2983.7
2,47,27,15,0.7441489361702127,27,1483.16
1,47,26,7,0.7934042553191489,27,3441.34
2,46,25,15,0.7305434782608696,26,1326.84
3,47,24,21,0.7005673758865248,25,758.87
3,49,25,18,0.6358503401360546,24,932.18
3,49,24,18,0.6117006802721088,25,887.29
3,43,23,19,0.7117829457364341,24,716.96
1,49,22,9,0.7220408163265305,23,2441.32
3,47,22,20,0.6972340425531915,22,641.12
2,45,22,15,0.7322222222222222,22,1073.63
3,41,23,21,0.8184552845528456,22,683.91
3,41,23,21,0.8159349593495935,23,615.72
3,49,24,22,0.7240136054421769,23,717.24
1,42,24,9,0.8378571428571429,24,2672.8
1,47,26,8,0.752127659574468,24,2885.18
2,47,27,15,0.7202127659574468,26,1473.05
1,45,30,9,0.7895555555555556,27,3322.27
1,47,29,9,0.7504255319148936,30,3223.73
1,49,26,9,0.7255102040816326,29,2846.07
2,47,23,15,0.7545744680851063,26,1107.91
3,42,19,18,0.7218253968253967,23,387.05
3,44,17,16,0.6786363636363636,19,309.87
1,48,14,9,0.7360416666666667,17,1556.23
1,45,7,7,0.6315555555555555,14,221.88
1,47,5,5,0.4387234042553191,7,150.26
3,45,4,4,0.13792592592592592,5,136.29
1,41,3,3,0.30487804878048785,4,127.38
3,44,4,4,0.15734848484848485,3,140.65
3,44,3,3,0.12022727272727272,4,141.74
1,45,3,3,0.282,3,127.56
3,43,2,2,0.07038759689922482,3,134.89
3,40,2,2,0.07625,2,140.7
1,44,3,3,0.27954545454545454,2,181.84
1,42,4,4,0.3952380952380952,3,237.88
1,43,6,6,0.5588372093023256,4,292.5
3,46,10,10,0.3372463768115942,6,161.61
2,42,14,14,0.7577380952380952,10,327.22
3,43,18,18,0.704263565891473,14,332.59
2,44,21,16,0.8160227272727272,18,987.18
2,41,22,15,0.8778048780487806,21,1182.15
3,42,24,21,0.8118253968253968,22,692.08
1,46,25,9,0.7734782608695653,24,2754.34
3,46,27,22,0.7626811594202898,25,875.37
3,44,27,21,0.7566666666666665,27,878.58
3,45,27,21,0.7383703703703703,27,939.77
2,48,26,16,0.7513541666666667,27,1408.97
3,41,27,20,0.7704878048780489,26,914.04
3,40,27,18,0.80375,27,995.55
3,47,27,19,0.6647517730496455,27,923.52
2,44,26,15,0.8054545454545454,27,1444.11
1,48,25,9,0.7347916666666667,26,2757.36
3,41,24,20,0.8276422764227642,25,723.33
1,43,25,9,0.8239534883720931,24,2749.54
3,45,24,19,0.699925925925926,25,769.64
1,48,23,9,0.7379166666666667,24,2530.23
1,44,22,9,0.8059090909090908,23,2428.74
3,44,22,20,0.7565909090909091,22,615.0
3,49,22,18,0.6017006802721087,22,655.87
2,48,23,14,0.6356250000000001,22,1306.97
2,49,23,15,0.7210204081632653,23,1261.33
3,43,24,20,0.7774418604651163,23,733.45
1,48,24,9,0.74,24,2640.38
2,46,26,15,0.7225,24,1363.75
2,46,27,14,0.6928260869565218,26,1503.8
3,42,30,21,0.8346825396825396,27,1014.62
1,47,29,9,0.7487234042553191,30,3227.85
3,45,26,18,0.6863703703703704,29,888.55
3,44,23,18,0.733030303030303,26,849.17
1,46,19,9,0.7760869565217392,23,2067.84
1,46,17,9,0.7808695652173914,19,1842.41
2,40,14,13,0.777375,17,390.02
3,47,7,7,0.25007092198581554,14,153.76
2,45,5,5,0.246,7,142.86
2,48,4,4,0.195,5,145.94
2,40,3,3,0.145375,4,144.0
2,46,4,4,0.2232608695652174,3,143.55
3,45,3,2,0.08607407407407407,4,137.59
1,40,3,2,0.208,3,123.71
2,46,2,2,0.10717391304347827,3,132.92
1,44,2,2,0.19977272727272727,2,126.97
2,46,3,3,0.14804347826086958,2,148.55
1,47,4,4,0.35127659574468084,3,179.24
2,41,6,6,0.3518292682926829,4,172.0
3,45,10,10,0.3393333333333333,6,248.36
1,49,14,9,0.7289795918367347,10,1453.48
2,41,18,10,0.5484146341463415,14,226.33
1,49,21,9,0.7285714285714285,18,2807.36
1,43,22,9,0.8297674418604651,21,3581.4
2,48,24,15,0.7101041666666668,22,1223.11
2,45,25,15,0.7232222222222222,24,1419.81
1,42,27,9,0.8459523809523809,25,2957.44
1,45,27,9,0.7955555555555556,27,2904.62
3,46,27,19,0.6518115942028986,27,928.21
2,44,26,15,0.8177272727272726,27,1445.36
2,41,27,15,0.8369512195121952,26,1520.12
3,43,27,20,0.7698449612403102,27,925.19
3,48,27,21,0.6913888888888889,27,903.33
