num_containers,arrival_rate,cpu_shares_per_container,avg_cpu_usage,latency,processing_rate,previous_arrival_rate,arrival_change_rate,cpu_utilization,data_processing_rate
2,14,4300,3144.0,0.41126999999999997,14.05,17,0.8235294117647058,0.7311627906976744,1.0035714285714286
2,7,4800,1645.5000000000002,0.16127,7.03,14,0.5,0.3428125,1.0042857142857142
1,5,4800,2505.0,0.20867,5.0,7,0.7142857142857143,0.521875,1.0
1,4,4600,1653.0,0.14501,4.0,5,0.8,0.35934782608695653,1.0
1,3,4000,1243.0,0.15500999999999998,3.0,4,0.75,0.31075,1.0
1,4,4100,1642.0,0.14745,4.03,3,1.3333333333333333,0.4004878048780488,1.0075
1,3,4900,1246.0,0.15342,3.0,4,0.75,0.2542857142857143,1.0
2,3,4700,731.0,0.14142,3.0,3,1.0,0.15553191489361703,1.0
3,2,4500,336.0,0.1375,2.0,3,0.6666666666666666,0.07466666666666667,1.0
1,2,4000,804.0,0.12223,2.0,2,1.0,0.201,1.0
1,3,4600,1223.0,0.15802000000000002,3.0,2,1.5,0.2658695652173913,1.0
3,4,4100,695.0,0.16347,4.0,3,1.3333333333333333,0.16951219512195123,1.0
1,6,4700,2379.0,0.22905,6.03,4,1.5,0.5061702127659574,1.0050000000000001
2,10,4200,2397.0,0.18469,10.03,6,1.6666666666666667,0.5707142857142857,1.003
2,14,4100,3057.5,0.36541,14.0,10,1.4,0.7457317073170732,1.0
2,18,4700,3404.0,0.82199,15.32,14,1.2857142857142858,0.7242553191489361,0.8511111111111112
1,21,4300,3546.0,2.31782,9.05,18,1.1666666666666667,0.8246511627906977,0.430952380952381
1,22,4300,3542.0,2.4132800000000003,9.12,21,1.0476190476190477,0.8237209302325581,0.4145454545454545
2,24,4400,3378.5,1.3171199999999998,14.93,22,1.0909090909090908,0.7678409090909091,0.6220833333333333
3,25,4500,2884.6666666666665,0.89463,18.57,24,1.0416666666666667,0.641037037037037,0.7428
3,27,4900,3418.333333333333,0.95196,20.95,25,1.08,0.6976190476190476,0.7759259259259259
3,27,4700,2989.333333333333,0.96747,19.12,27,1.0,0.6360283687943262,0.7081481481481482
1,27,4600,3566.0,2.94007,9.15,27,1.0,0.7752173913043479,0.3388888888888889
2,26,4500,3238.5,1.35458,15.1,27,0.9629629629629629,0.7196666666666667,0.5807692307692307
1,27,4200,3403.0,2.98485,9.07,26,1.0384615384615385,0.8102380952380952,0.33592592592592596
1,27,4400,3566.0,2.97342,9.05,27,1.0,0.8104545454545454,0.3351851851851852
2,27,4600,3255.5,1.48503,14.68,27,1.0,0.7077173913043479,0.5437037037037037
1,26,4000,3540.0,2.8756,9.07,27,0.9629629629629629,0.885,0.34884615384615386
1,25,4100,3541.0,2.76106,9.07,26,0.9615384615384616,0.8636585365853658,0.3628
1,24,4000,3538.0,2.65543,9.05,25,0.96,0.8845,0.3770833333333334
3,25,4200,3097.3333333333335,0.82996,19.75,24,1.0416666666666667,0.7374603174603175,0.79
2,24,4200,3502.5,1.29827,15.55,25,0.96,0.8339285714285715,0.6479166666666667
1,23,4000,3543.0,2.5294499999999998,9.07,24,0.9583333333333334,0.88575,0.3943478260869565
1,22,4500,3553.0,2.406,9.18,23,0.9565217391304348,0.7895555555555556,0.41727272727272724
2,22,4200,3168.5,1.16957,14.6,22,1.0,0.7544047619047619,0.6636363636363636
1,22,4400,3534.0,2.4114,9.15,22,1.0,0.8031818181818182,0.41590909090909095
2,23,4400,3318.0,1.34517,15.45,22,1.0454545454545454,0.7540909090909091,0.6717391304347826
2,23,4400,3227.0,1.2023,15.0,23,1.0,0.7334090909090909,0.6521739130434783
3,24,4100,3222.3333333333335,0.73254,21.15,23,1.0434782608695652,0.7859349593495936,0.88125
2,24,4900,2823.5,1.4208399999999999,14.07,24,1.0,0.5762244897959183,0.58625
3,26,4200,3161.3333333333335,0.83061,20.3,24,1.0833333333333333,0.7526984126984128,0.7807692307692308
1,27,4800,3571.0,2.97771,9.07,26,1.0384615384615385,0.7439583333333334,0.33592592592592596
2,30,4600,3590.0,1.63304,15.32,27,1.1111111111111112,0.7804347826086957,0.5106666666666667
2,29,4400,3551.5,1.627,16.45,30,0.9666666666666667,0.8071590909090909,0.5672413793103448
1,26,4500,3544.0,2.8571500000000003,9.15,29,0.896551724137931,0.7875555555555556,0.35192307692307695
1,23,4300,3552.0,2.52114,9.12,26,0.8846153846153846,0.826046511627907,0.39652173913043476
2,19,4500,3235.5,0.9561900000000001,14.4,23,0.8260869565217391,0.719,0.7578947368421053
2,17,4800,3333.5,0.72424,15.35,19,0.8947368421052632,0.6944791666666666,0.9029411764705882
2,14,4000,3051.5,0.5740299999999999,13.38,17,0.8235294117647058,0.762875,0.9557142857142857
2,7,4100,1724.0,0.16319,7.0,14,0.5,0.42048780487804877,1.0
3,5,4500,828.3333333333335,0.15189,5.0,7,0.7142857142857143,0.1840740740740741,1.0
3,4,4200,699.0,0.14291,4.0,5,0.8,0.16642857142857143,1.0
3,3,4300,487.6666666666667,0.13758,3.02,4,0.75,0.1134108527131783,1.0066666666666666
3,4,4500,606.3333333333333,0.13623,4.0,3,1.3333333333333333,0.13474074074074072,1.0
3,3,4000,494.0,0.13806000000000002,3.0,4,0.75,0.1235,1.0
1,3,4700,1210.0,0.12415000000000001,3.02,3,1.0,0.2574468085106383,1.0066666666666666
3,2,4700,332.0,0.13742,2.0,3,0.6666666666666666,0.07063829787234042,1.0
1,2,4000,855.0,0.12244,2.0,2,1.0,0.21375,1.0
3,3,4000,460.66666666666674,0.13794,3.0,2,1.5,0.11516666666666668,1.0
1,4,4900,1679.0,0.13888,4.0,3,1.3333333333333333,0.3426530612244898,1.0
2,6,4300,1313.5,0.15305000000000002,6.0,4,1.5,0.30546511627906975,1.0
1,10,4400,3521.0,1.0569600000000001,9.18,6,1.6666666666666667,0.8002272727272727,0.9179999999999999
1,14,4700,3526.0,1.5496800000000002,9.05,10,1.4,0.7502127659574468,0.6464285714285715
1,18,4000,3400.0,2.00701,8.97,14,1.2857142857142858,0.85,0.49833333333333335
1,21,4400,3547.0,2.30983,9.1,18,1.1666666666666667,0.8061363636363637,0.4333333333333333
1,22,4200,3567.0,2.4024,9.15,21,1.0476190476190477,0.8492857142857143,0.41590909090909095
2,24,4700,3362.5,1.20529,15.57,22,1.0909090909090908,0.7154255319148937,0.64875
2,25,4900,3498.5,1.3103,15.38,24,1.0416666666666667,0.7139795918367347,0.6152000000000001
1,27,4200,3545.0,2.93972,9.18,25,1.08,0.844047619047619,0.33999999999999997
1,27,4200,3535.0,2.99363,9.03,27,1.0,0.8416666666666667,0.33444444444444443
3,27,4500,2951.0,0.9278200000000001,19.2,27,1.0,0.6557777777777778,0.7111111111111111
1,26,4600,3550.0,2.8343499999999997,9.18,27,0.9629629629629629,0.7717391304347826,0.35307692307692307
2,27,4100,3304.0,1.48916,15.7,26,1.0384615384615385,0.8058536585365854,0.5814814814814815
3,27,4600,3478.666666666667,0.88616,21.88,27,1.0,0.756231884057971,0.8103703703703703
3,27,4900,3493.0000000000005,1.0484,20.3,27,1.0,0.712857142857143,0.7518518518518519
2,26,4800,3653.0,1.46941,16.38,27,0.9629629629629629,0.7610416666666666,0.63
3,25,4300,3315.333333333333,0.87253,20.65,26,0.9615384615384616,0.7710077519379844,0.826
3,24,4900,3120.3333333333335,0.75836,19.98,25,0.96,0.6368027210884354,0.8325
1,25,4700,3525.0,2.78152,9.0,24,1.0416666666666667,0.75,0.36
2,24,4700,3347.5,1.29702,15.4,25,0.96,0.7122340425531914,0.6416666666666667
2,23,4400,3418.5,1.2113900000000002,14.93,24,0.9583333333333334,0.7769318181818182,0.6491304347826087
2,22,4300,3543.5,1.1553699999999998,15.93,23,0.9565217391304348,0.8240697674418604,0.7240909090909091
2,22,4900,3149.0,1.14973,14.97,22,1.0,0.6426530612244898,0.6804545454545455
3,22,4000,3190.6666666666665,0.59349,20.4,22,1.0,0.7976666666666666,0.9272727272727272
2,23,4300,3445.9999999999995,1.1629,15.53,22,1.0454545454545454,0.8013953488372092,0.6752173913043478
1,23,4000,3535.0,2.5146599999999997,9.12,23,1.0,0.88375,0.39652173913043476
1,24,4500,3527.0,2.67096,9.0,23,1.0434782608695652,0.7837777777777778,0.375
2,24,4200,3474.0,1.21376,15.47,24,1.0,0.8271428571428572,0.6445833333333334
1,26,4200,3529.0,2.89336,8.97,24,1.0833333333333333,0.8402380952380952,0.34500000000000003
2,27,4700,3624.5,1.52393,15.97,26,1.0384615384615385,0.7711702127659574,0.5914814814814815
1,30,4700,3578.0,3.3186999999999998,9.05,27,1.1111111111111112,0.7612765957446809,0.3016666666666667
1,29,4700,3553.0,3.1729499999999997,9.15,30,0.9666666666666667,0.7559574468085106,0.31551724137931036
1,26,4800,3526.0,2.86989,9.07,29,0.896551724137931,0.7345833333333334,0.34884615384615386
2,23,4600,3200.5,1.29422,15.78,26,0.8846153846153846,0.6957608695652174,0.6860869565217391
1,19,4000,3528.0,2.0745999999999998,9.15,23,0.8260869565217391,0.882,0.48157894736842105
1,17,4600,3549.0,1.86208,9.15,19,0.8947368421052632,0.7715217391304348,0.538235294117647
1,14,4000,3539.0,1.5358,9.12,17,0.8235294117647058,0.88475,0.6514285714285714
1,7,4700,2778.0,0.28216,7.0,14,0.5,0.591063829787234,1.0
3,5,4600,762.3333333333333,0.17261,5.0,7,0.7142857142857143,0.16572463768115941,1.0
3,4,4600,638.9999999999999,0.15159999999999998,4.0,5,0.8,0.13891304347826083,1.0
2,3,4200,617.4999999999999,0.15941,3.0,4,0.75,0.1470238095238095,1.0
2,4,4200,898.0,0.14714,4.03,3,1.3333333333333333,0.2138095238095238,1.0075
1,3,4200,1507.0,0.19463,3.0,4,0.75,0.3588095238095238,1.0
1,3,4300,1185.0,0.16138999999999998,3.0,3,1.0,0.2755813953488372,1.0
1,2,4100,785.0,0.20154,2.0,3,0.6666666666666666,0.19146341463414634,1.0
1,2,4500,838.0,0.20076,2.0,2,1.0,0.18622222222222223,1.0
1,3,4900,1242.0,0.17114,3.0,2,1.5,0.253469387755102,1.0
1,4,4800,1628.0,0.18778999999999998,4.03,3,1.3333333333333333,0.33916666666666667,1.0075
1,6,4400,2442.0,0.21550999999999998,6.0,4,1.5,0.555,1.0
1,10,4500,3542.0,1.0565499999999999,9.12,6,1.6666666666666667,0.7871111111111111,0.9119999999999999
2,14,4400,3088.5,0.34536,14.0,10,1.4,0.7019318181818182,1.0
1,18,4600,3549.0,1.98195,9.1,14,1.2857142857142858,0.7715217391304348,0.5055555555555555
1,21,4900,3528.0,2.32523,9.0,18,1.1666666666666667,0.72,0.42857142857142855
2,22,4200,3332.0,1.07021,15.1,21,1.0476190476190477,0.7933333333333333,0.6863636363636364
2,24,4300,3536.5,1.28841,16.48,22,1.0909090909090908,0.8224418604651162,0.6866666666666666
3,25,4900,2853.3333333333335,0.9092,18.15,24,1.0416666666666667,0.582312925170068,0.726
1,27,4100,3520.0,2.99777,9.0,25,1.08,0.8585365853658536,0.3333333333333333
3,27,4300,3138.333333333333,0.9429099999999999,19.07,27,1.0,0.72984496124031,0.7062962962962963
3,27,4700,3522.6666666666674,1.0143,20.82,27,1.0,0.7495035460992909,0.7711111111111111
1,26,4600,3554.0,2.85596,9.1,27,0.9629629629629629,0.7726086956521739,0.35
1,27,4800,3540.0,2.97452,9.07,26,1.0384615384615385,0.7375,0.33592592592592596
3,27,4100,3310.666666666666,0.9115,21.27,27,1.0,0.8074796747967479,0.7877777777777778
3,27,4900,3143.666666666667,0.84592,21.2,27,1.0,0.6415646258503402,0.7851851851851852
1,26,4900,3715.0,3.5404299999999997,7.35,27,0.9629629629629629,0.7581632653061224,0.2826923076923077
2,25,4100,3153.0,1.3021099999999999,14.95,26,0.9615384615384616,0.7690243902439025,0.598
3,24,4100,3329.333333333333,0.77373,20.85,25,0.96,0.8120325203252032,0.86875
1,25,4700,3526.0,2.77151,9.03,24,1.0416666666666667,0.7502127659574468,0.36119999999999997
1,24,4400,3557.0,2.6336,9.12,25,0.96,0.8084090909090909,0.37999999999999995
3,23,4400,3096.666666666666,0.70841,19.57,24,0.9583333333333334,0.7037878787878786,0.8508695652173913
1,22,4000,3551.0,2.40011,9.18,23,0.9565217391304348,0.88775,0.41727272727272724
2,22,4300,3562.0000000000005,1.04705,15.47,22,1.0,0.8283720930232559,0.7031818181818182
2,22,4900,3632.0,1.1368099999999999,16.05,22,1.0,0.7412244897959184,0.7295454545454546
2,23,4100,3502.5000000000005,1.22712,15.65,22,1.0454545454545454,0.8542682926829269,0.6804347826086957
2,23,4600,3347.0000000000005,1.18968,15.55,23,1.0,0.727608695652174,0.6760869565217391
2,24,4400,3606.5,1.18629,15.75,23,1.0434782608695652,0.819659090909091,0.65625
1,24,4100,3543.0,2.64076,9.1,24,1.0,0.8641463414634146,0.37916666666666665
1,26,4500,3523.0,2.89867,8.97,24,1.0833333333333333,0.7828888888888889,0.34500000000000003
2,27,4100,3373.5,1.4088399999999999,15.82,26,1.0384615384615385,0.8228048780487804,0.585925925925926
2,30,4400,3498.5,1.69912,15.47,27,1.1111111111111112,0.7951136363636364,0.5156666666666667
1,29,4000,3538.0,3.18727,9.1,30,0.9666666666666667,0.8845,0.3137931034482758
1,26,4000,3535.0,2.88578,9.03,29,0.896551724137931,0.88375,0.34730769230769226
1,23,4900,3562.0,2.5378000000000003,9.05,26,0.8846153846153846,0.726938775510204,0.3934782608695652
2,19,4200,3523.5000000000005,0.91353,14.88,23,0.8260869565217391,0.8389285714285716,0.7831578947368422
3,17,4200,2786.3333333333335,0.27577999999999997,17.05,19,0.8947368421052632,0.6634126984126985,1.0029411764705882
3,14,4600,2335.6666666666665,0.23141,14.0,17,0.8235294117647058,0.5077536231884058,1.0
3,7,4100,1039.6666666666663,0.15153999999999998,7.0,14,0.5,0.25357723577235763,1.0
3,5,4000,818.3333333333334,0.13985,5.0,7,0.7142857142857143,0.20458333333333334,1.0
2,4,4200,869.4999999999999,0.13324,4.0,5,0.8,0.2070238095238095,1.0
2,3,4500,718.5,0.13634000000000002,3.0,4,0.75,0.15966666666666668,1.0
2,4,4700,881.0,0.14365,4.0,3,1.3333333333333333,0.1874468085106383,1.0
1,3,4400,1259.0,0.12599,3.0,4,0.75,0.28613636363636363,1.0
1,3,4100,1264.0,0.12825999999999999,3.0,3,1.0,0.30829268292682926,1.0
1,2,4700,819.0,0.12714,2.0,3,0.6666666666666666,0.17425531914893616,1.0
3,2,4700,319.3333333333333,0.14296999999999999,2.0,2,1.0,0.06794326241134752,1.0
2,3,4100,568.5,0.12972,3.0,2,1.5,0.13865853658536587,1.0
2,4,4500,953.5,0.14412,4.0,3,1.3333333333333333,0.21188888888888888,1.0
3,6,4000,905.6666666666664,0.16077000000000002,6.0,4,1.5,0.2264166666666666,1.0
3,10,4300,1572.0,0.18916999999999998,10.0,6,1.6666666666666667,0.3655813953488372,1.0
2,14,4900,3160.5,0.40818,14.03,10,1.4,0.645,1.002142857142857
1,18,4300,3573.0,1.98075,9.1,14,1.2857142857142858,0.8309302325581396,0.5055555555555555
1,21,4600,3533.0,2.31509,9.05,18,1.1666666666666667,0.7680434782608696,0.430952380952381
2,22,4100,3193.0,1.1489,14.43,21,1.0476190476190477,0.7787804878048781,0.6559090909090909
2,24,4500,3395.0,1.26929,15.3,22,1.0909090909090908,0.7544444444444445,0.6375000000000001
3,25,4400,2873.0,0.85165,18.93,24,1.0416666666666667,0.6529545454545455,0.7572
2,27,4300,3612.5,1.44326,16.15,25,1.08,0.8401162790697675,0.5981481481481481
2,27,4600,3288.0000000000005,1.54763,14.55,27,1.0,0.7147826086956522,0.5388888888888889
2,27,4400,3443.0,1.57294,15.47,27,1.0,0.7825,0.572962962962963
3,26,4600,3470.333333333334,0.82001,21.77,27,0.9629629629629629,0.7544202898550726,0.8373076923076923
1,27,4200,3534.0,2.98372,9.07,26,1.0384615384615385,0.8414285714285714,0.33592592592592596
3,27,4800,3552.0,0.8936000000000001,21.8,27,1.0,0.74,0.8074074074074075
3,27,4700,3531.333333333333,0.87272,22.45,27,1.0,0.7513475177304964,0.8314814814814815
2,26,4200,3646.5,1.53905,16.23,27,0.9629629629629629,0.8682142857142857,0.6242307692307693
3,25,4900,3498.3333333333335,0.74633,23.02,26,0.9615384615384616,0.7139455782312926,0.9208
1,24,4900,3540.0,2.65164,9.05,25,0.96,0.7224489795918367,0.3770833333333334
2,25,4400,3293.5,1.3330799999999998,14.53,24,1.0416666666666667,0.7485227272727273,0.5811999999999999
3,24,4700,3478.666666666667,0.69973,21.68,25,0.96,0.7401418439716313,0.9033333333333333
3,23,4800,3358.6666666666665,0.70705,20.4,24,0.9583333333333334,0.6997222222222222,0.8869565217391304
2,22,4600,3030.5,1.2045899999999998,14.78,23,0.9565217391304348,0.658804347826087,0.6718181818181818
2,22,4300,3425.5,1.23266,15.45,22,1.0,0.7966279069767442,0.7022727272727273
1,22,4800,3554.0,2.41555,9.1,22,1.0,0.7404166666666666,0.41363636363636364
1,23,4400,3549.0,2.55275,9.0,22,1.0454545454545454,0.8065909090909091,0.391304347826087
3,23,4300,3377.0,0.6563300000000001,21.55,23,1.0,0.7853488372093024,0.9369565217391305
3,24,4600,2978.3333333333335,0.75735,20.35,23,1.0434782608695652,0.6474637681159421,0.8479166666666668
2,24,4000,3374.0,1.2812000000000001,15.05,24,1.0,0.8435,0.6270833333333333
2,26,4400,3430.5000000000005,1.43452,15.18,24,1.0833333333333333,0.779659090909091,0.5838461538461538
3,27,4200,3375.0,0.97976,19.15,26,1.0384615384615385,0.8035714285714286,0.7092592592592593
2,30,4000,3442.5,1.67203,14.78,27,1.1111111111111112,0.860625,0.49266666666666664
2,29,4700,3618.0,1.62389,16.35,30,0.9666666666666667,0.7697872340425532,0.5637931034482759
2,26,4000,3474.0,1.4251800000000001,15.4,29,0.896551724137931,0.8685,0.5923076923076923
1,23,4800,3536.0,2.5384499999999997,9.07,26,0.8846153846153846,0.7366666666666667,0.3943478260869565
3,19,4900,2847.6666666666665,0.55324,17.48,23,0.8260869565217391,0.581156462585034,0.92
2,17,4400,3498.5,0.7051499999999999,15.57,19,0.8947368421052632,0.7951136363636364,0.9158823529411765
3,14,4400,2241.3333333333335,0.22763999999999998,14.0,17,0.8235294117647058,0.5093939393939394,1.0
1,7,4300,2739.0,0.21156,7.0,14,0.5,0.6369767441860466,1.0
